Xetrov90026891m,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,1.3,0.2,0.2,0.1,0.0,5.6,0.1,0.2,0.1,0.0,0.1,0.0,0.1,0.1,2.0,0.2,1.9,0.1,0.0,0.0,0.3,0.1,0.0,0.1,0.1,0.0,0.0,0.1,9.5,0.8,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.0,0.1,1.5,0.1,0.3,0.1,0.1,0.9,1.6,0.1,5.4,1.7,0.1,0.1,0.2,0.3,0.0,0.1,0.1,0.1,0.4,0.7,0.6,6.7,0.1,0.4,5.8,1.0,0.3,1.1,2.6,1.2,23.6,0.1,0.1,0.1,0.0,0.2,0.0,0.1,0.1,0.3,0.3,0.1,0.0,0.4,0.1,0.1,0.1,0.1,0.2,0.0,0.2,0.1,0.2,0.0,0.6,1.8,0.1,0.1,0.2,0.1,0.2,0.2,0.1,0.2,0.2,3.8,0.2,0.4,2.0,1.9,0.0,0.0,0.2,1.9,0.1,0.0,1.2,0.0,0.1,0.1,0.2,0.0,0.1,0.0,0.2,0.1,0.0,0.3,9.8,18.1,0.0,0.2,0.9,0.5,0.0,0.4,0.1,0.3,0.0,0.1,0.1,0.1,2.2,0.0,0.3,0.1,0.6,0.1,0.1,0.1,0.2,1.4,2.5,4.6,0.3,0.7,0.3,0.2,0.1,0.0,0.1,0.2,0.4,0.1,0.0,0.4,0.2,0.1,0.2,0.1,0.6,0.3,0.1,0.2,0.3,0.0,0.4,0.0,3.1,0.0,7.8,0.1,0.0,0.1,0.1
Xetrov90026914m,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.4,0.7,0.4,0.2,0.2,0.2,0.2,0.3,0.2,0.1,0.1,0.1,0.2,2.3,0.2,1.3,0.1,0.1,0.1,0.0,0.1,0.4,0.1,0.4,0.1,0.0,0.6,0.1,0.6,0.6,0.1,0.1,0.1,0.1,0.1,0.1,0.7,0.1,0.4,0.3,0.6,0.2,0.2,0.1,0.3,0.5,1.9,0.3,0.2,2.7,0.2,0.2,0.0,0.2,0.1,0.0,1.0,0.2,0.6,0.3,0.7,0.3,0.2,0.1,2.4,1.1,0.1,1.1,2.1,0.7,0.1,2.7,0.8,0.2,0.2,0.6,0.2,0.1,0.1,0.0,0.3,0.1,0.1,0.2,0.2,0.3,0.1,0.2,2.2,0.6,1.7,0.3,0.1,0.4,0.2,0.1,0.2,0.3,0.1,0.4,0.5,0.3,0.1,0.2,0.1,1.5,0.2,0.1,0.4,1.6,1.2,0.9,1.6,2.2,0.2,2.1,0.5,4.0,3.7,1.9,0.1,0.4,0.0,0.0,0.3,0.3,0.2,0.1,0.3,2.4,0.5,0.1,0.1,0.6,0.0,0.8,0.2,0.1,0.3,0.2,0.0,0.1,2.3,0.3,0.6,2.2,0.7,4.0,4.7,1.4,0.0,0.6,1.7,1.8,0.1,0.2,1.0,0.9,0.1,0.1,0.2,0.3,0.2,0.1,0.1,0.0,0.2,0.2,0.2,0.0,0.9,0.1,0.1,0.1,0.0,0.1,0.2,0.1,0.8,0.0,0.2,0.1,1.5,0.6,0.1
Xetrov90026967m,1.5,1.0,1.2,1.0,1.0,0.9,0.8,0.9,0.6,0.8,0.8,1.9,0.8,1.2,0.7,0.7,1.0,0.6,1.0,0.3,1.4,1.3,1.1,1.5,1.1,1.0,1.1,1.1,1.7,1.3,1.3,0.3,1.1,0.9,0.4,0.6,0.8,1.0,0.3,0.5,1.3,1.3,1.1,1.4,0.7,1.2,0.9,1.2,1.0,0.8,0.9,0.8,0.8,1.0,0.8,1.1,0.4,0.8,0.8,2.0,1.3,1.4,1.3,1.0,1.6,1.1,1.0,1.5,0.9,0.3,0.9,0.9,1.5,0.3,1.2,0.6,0.3,1.2,1.8,1.3,0.9,1.1,0.8,0.6,4.5,0.9,0.8,0.5,1.1,5.1,0.9,1.1,1.3,0.8,1.3,1.1,0.6,1.4,1.0,1.9,1.0,0.9,0.3,1.1,1.0,1.9,0.6,1.3,1.1,1.9,0.3,0.4,0.4,1.0,2.4,1.0,1.2,1.2,1.2,1.2,1.3,0.6,1.0,0.6,0.7,0.7,1.0,3.5,1.3,1.1,1.3,1.2,0.8,0.3,1.1,1.2,1.0,0.9,0.8,0.7,1.2,1.1,0.9,2.2,1.5,1.2,1.0,2.1,2.1,0.9,0.2,0.6,1.6,0.1,1.3,1.4,0.2,0.3,1.2,1.0,0.7,0.7,0.3,0.3,0.6,1.2,0.8,0.7,0.9,1.2,2.3,0.9,0.5,0.9,1.3,1.3,1.3,0.7,1.0,1.3,1.1,1.3,0.9,0.9,0.7,0.5,1.1,0.9,0.3,1.1,1.2,0.7,0.9,1.1,0.0,0.8,1.2,0.9,0.9,1.8,0.2,1.0,1.2,0.1
Xetrov90026986m,0.9,0.8,0.6,0.8,0.7,0.7,0.7,1.1,0.5,0.4,0.6,0.5,0.6,0.5,0.5,0.5,0.3,0.1,0.7,0.7,0.7,0.8,0.4,0.4,0.6,0.5,0.3,0.5,0.6,0.6,0.4,0.5,0.5,0.6,0.9,0.4,0.5,0.4,0.2,0.8,0.4,0.4,0.5,0.5,0.4,0.7,0.3,0.6,0.8,0.8,0.8,1.0,0.9,0.9,0.3,0.7,0.9,1.0,0.7,1.1,0.8,1.7,1.0,0.6,0.7,0.5,0.6,0.8,0.6,0.7,0.6,0.6,0.5,1.1,0.9,0.8,0.5,0.7,0.6,0.6,1.3,0.5,0.5,0.8,1.1,0.7,0.5,0.4,0.5,0.7,0.7,0.9,0.5,0.5,0.9,0.6,0.5,0.6,1.1,0.8,0.7,0.6,0.4,0.6,0.7,0.5,0.5,0.9,0.3,0.9,0.7,0.2,0.3,0.8,0.3,0.6,0.5,0.7,0.6,0.8,0.6,0.7,0.8,0.8,0.8,0.6,0.6,0.4,0.7,1.4,0.5,0.9,0.5,0.6,0.6,0.7,0.8,0.7,0.8,0.6,0.6,0.2,0.5,0.5,0.7,0.8,0.9,0.6,1.0,1.1,0.9,0.3,1.1,0.1,0.8,0.4,0.3,0.7,0.7,0.8,0.6,0.5,0.9,0.6,0.7,0.7,0.7,0.9,0.7,0.4,0.2,0.7,0.5,0.5,0.6,0.8,0.7,0.8,0.7,0.7,0.7,0.8,0.5,0.7,0.6,0.9,0.8,0.6,0.7,0.8,0.8,1.2,0.9,0.5,0.2,0.6,0.7,0.5,0.4,0.4,0.3,1.4,1.0,0.6
Xetrov90027036m,1.0,1.2,1.7,1.4,1.2,1.4,1.1,1.2,1.6,1.3,1.0,1.4,1.4,1.3,0.7,0.7,2.0,1.7,1.1,1.2,1.1,1.5,1.8,1.0,1.4,1.2,2.0,2.3,1.1,1.0,0.9,0.9,1.0,1.4,1.5,0.9,1.1,1.2,0.4,0.9,2.4,1.5,1.1,1.2,1.0,1.3,1.1,1.7,1.1,1.0,1.1,1.0,0.9,0.8,0.7,1.2,1.0,1.1,1.2,1.0,1.3,1.1,1.7,2.1,1.3,1.3,1.3,1.0,0.7,0.3,1.0,0.8,1.2,0.8,0.8,1.1,1.2,1.4,0.9,1.0,0.8,1.1,1.1,1.2,0.7,1.3,0.7,0.6,1.0,0.6,1.1,0.9,1.9,0.4,1.0,1.0,0.8,0.7,1.1,1.0,0.6,0.7,1.0,0.9,1.4,0.8,0.6,1.2,2.1,0.6,0.7,0.4,0.7,0.5,0.5,2.1,1.0,0.6,2.0,1.7,1.9,1.0,1.1,1.1,1.1,1.2,1.2,1.7,1.1,0.6,1.1,1.4,0.5,0.7,1.4,1.5,1.3,0.9,1.7,1.0,1.4,1.0,1.4,1.2,0.6,0.7,1.0,1.1,1.3,1.0,0.7,0.7,1.2,1.0,1.0,0.6,0.6,0.7,1.4,0.6,0.7,0.5,0.8,0.7,1.3,1.4,1.2,1.0,1.1,0.8,0.2,0.9,0.9,0.9,0.9,0.3,1.2,0.5,0.5,0.9,1.5,1.7,2.0,1.7,0.7,0.6,1.0,0.8,0.5,0.9,0.9,0.5,0.7,0.1,0.5,1.2,2.1,0.9,0.5,1.1,0.4,1.4,0.6,0.6
Xetrov90027205m,0.6,0.3,0.5,0.3,0.4,0.3,0.3,0.1,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.3,0.4,0.3,1.2,1.0,1.0,0.9,0.9,1.1,1.5,0.9,0.8,0.8,1.0,1.0,0.7,0.5,0.6,0.6,0.9,0.7,1.0,1.2,1.5,0.5,0.7,0.4,0.5,0.8,1.5,0.5,1.1,1.2,0.9,1.3,1.4,1.4,0.9,1.0,1.4,1.3,0.9,1.3,1.5,0.9,1.9,1.3,0.7,0.9,0.6,1.3,0.6,0.7,0.6,0.8,0.6,0.9,1.3,1.0,1.0,1.5,2.6,1.5,1.5,1.8,1.2,0.8,0.4,1.5,1.0,1.0,1.3,1.3,1.2,1.4,1.1,0.6,1.2,1.7,1.0,0.7,1.1,0.7,1.4,1.1,1.1,1.4,1.5,1.8,1.3,1.9,1.3,1.2,3.0,1.3,1.7,0.8,1.8,1.6,1.0,1.1,1.3,1.6,1.7,1.5,1.6,0.9,1.2,0.9,1.1,1.4,1.2,1.2,1.3,1.9,1.1,2.7,1.1,1.2,1.0,1.4,1.4,1.1,1.5,2.2,1.2,0.9,1.3,1.0,0.7,0.9,1.1,1.8,1.2,1.2,0.8,1.6,1.1,0.9,1.7,1.4,1.4,2.7,1.9,1.4,2.6,1.8,1.4,2.1,1.2,1.2,1.3,1.4,0.6,1.5,0.9,1.1,1.1,1.9,2.0,1.4,1.1,0.9,1.7,2.3,1.4,1.5,1.4,1.5,1.5,1.5,2.1,1.4,1.3,2.1,2.0,4.7,4.9,1.2,1.3,1.4,0.6,2.0,1.7,1.5,1.8,2.3
Xetrov90027388m,0.0,0.2,0.1,0.2,0.1,0.2,0.1,0.5,0.5,0.6,0.5,0.4,0.4,0.5,0.5,0.4,0.5,0.5,0.3,0.4,0.8,1.0,0.8,1.0,1.1,0.8,0.5,0.8,1.0,0.8,1.1,0.5,0.7,0.7,0.7,0.9,0.9,1.1,0.4,0.7,0.3,0.9,1.1,0.1,0.8,0.9,0.5,0.6,0.9,0.7,1.2,0.8,0.8,0.7,0.4,0.8,0.2,1.0,1.0,0.5,0.9,1.4,0.4,0.9,0.7,0.9,0.7,0.5,0.6,0.3,0.5,0.7,0.4,0.5,0.9,0.6,0.7,1.1,0.8,1.1,1.0,1.2,1.0,0.8,0.8,1.3,0.5,0.7,1.0,0.6,1.2,1.8,1.2,0.9,1.4,0.6,0.7,0.8,0.9,0.6,0.7,0.8,1.2,1.3,1.4,1.0,1.2,1.0,0.5,1.2,0.5,0.8,0.4,0.9,0.1,1.3,1.4,1.1,1.2,1.4,1.3,1.1,1.5,1.0,1.1,1.4,0.5,0.9,1.2,1.3,1.0,1.0,1.5,0.7,1.3,1.2,1.5,1.5,1.6,1.4,1.6,1.1,1.7,2.1,0.9,1.0,1.3,1.2,1.1,1.2,0.1,1.3,1.3,0.7,1.3,0.8,0.9,0.3,1.4,0.7,1.3,1.3,0.1,1.2,1.4,1.1,1.5,1.3,1.5,0.9,1.2,1.0,1.0,1.0,1.5,0.9,1.1,1.5,0.7,0.9,1.3,1.3,1.3,1.4,0.3,0.8,1.3,1.7,0.9,1.2,1.1,0.8,0.9,1.7,1.3,0.7,1.3,1.5,1.1,0.4,0.4,1.6,1.1,1.1
Xetrov90027394m,0.3,0.5,0.7,0.5,0.4,0.4,0.5,0.8,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.7,0.8,0.6,0.2,0.6,0.4,0.5,0.3,0.3,0.4,0.4,0.4,0.3,0.4,0.2,0.4,0.2,0.9,0.8,0.4,0.5,0.3,0.4,0.2,0.4,0.0,0.8,0.4,1.1,0.3,0.8,0.8,0.3,1.8,2.1,2.4,2.2,1.7,3.4,3.3,2.6,1.7,3.2,2.1,1.2,1.7,1.8,1.6,1.5,2.4,2.9,2.6,4.6,2.7,1.2,3.0,0.9,1.4,1.6,2.2,1.0,0.8,0.2,0.5,0.3,0.3,0.3,1.0,0.7,0.4,0.7,0.8,0.8,0.5,0.7,0.5,0.4,0.3,0.6,0.3,0.5,0.7,0.6,0.4,1.3,0.8,0.8,1.2,0.4,0.3,0.2,0.4,0.1,0.1,0.2,0.9,0.3,0.5,0.3,0.3,0.5,1.0,0.8,0.5,0.6,0.4,1.1,0.8,1.0,0.7,1.1,0.8,0.4,0.6,1.0,0.1,0.5,0.9,0.6,1.2,0.5,0.7,0.8,0.7,0.7,0.9,0.9,0.5,1.4,1.2,0.6,0.5,1.0,0.8,0.8,1.0,0.2,0.6,0.9,0.6,1.2,0.9,0.6,0.9,0.6,1.2,1.0,0.9,1.4,1.7,1.0,1.0,0.5,1.0,0.9,1.8,1.1,1.1,1.3,1.8,0.2,0.5,1.5,2.4,1.6,0.7,0.6,0.6,0.8,2.0,0.5,1.1,1.2,3.7,1.1,1.2,2.7,0.9,0.2,2.0,1.1,0.6,1.1,2.2,1.6,0.6,1.0,1.7,2.0
Xetrov90027395m,58.0,38.7,58.2,33.4,41.6,66.8,79.8,65.4,23.2,28.6,25.4,46.0,57.0,32.4,27.7,22.4,40.3,61.0,31.5,13.4,17.7,25.0,12.8,21.6,14.7,12.7,17.2,14.9,19.6,14.8,17.7,13.3,35.6,40.4,38.4,24.3,16.1,12.4,10.8,14.0,16.1,47.3,15.1,84.6,20.6,32.7,29.9,32.9,28.8,34.0,28.4,46.1,40.8,50.0,42.5,35.3,50.5,55.7,30.2,30.7,34.8,25.9,34.6,29.2,37.7,35.1,44.7,61.1,38.6,50.8,56.9,31.6,158.9,43.8,29.7,36.7,41.1,10.6,17.1,8.3,13.7,8.2,22.1,18.2,16.5,23.1,13.2,16.8,17.4,30.9,9.6,10.9,8.6,26.0,17.7,11.3,25.5,13.5,9.3,16.6,17.7,22.0,26.5,10.7,10.8,9.9,8.9,8.4,10.5,7.8,40.2,15.5,24.4,36.6,32.5,10.4,25.7,24.0,12.7,10.5,11.1,17.7,15.8,17.7,16.2,27.2,18.1,15.7,18.4,16.9,20.6,11.9,16.1,40.0,20.0,14.5,12.5,10.0,11.9,13.8,14.7,16.9,13.9,12.2,20.7,16.8,12.6,41.3,14.7,12.8,45.7,49.3,78.3,10.7,17.1,15.1,17.3,33.4,15.7,20.6,17.8,23.7,82.6,152.2,20.8,13.7,14.1,11.1,14.8,22.7,30.7,23.9,26.9,29.3,19.1,21.3,15.1,17.4,36.3,27.7,14.6,11.7,12.5,15.1,148.7,84.4,21.8,36.3,52.4,20.9,19.7,36.9,39.1,22.8,103.2,24.7,12.1,18.6,35.5,34.5,27.6,18.0,26.1,32.2
Xetrov90027582m,2.3,2.7,3.1,2.6,3.0,3.6,4.0,4.1,5.3,5.3,5.4,7.9,8.5,6.3,5.1,5.5,6.9,6.5,8.3,14.6,15.7,20.4,14.8,13.2,14.4,12.0,14.3,14.0,16.1,14.4,14.1,7.4,24.1,23.9,21.7,21.1,13.7,16.3,11.3,10.2,12.1,24.4,17.2,16.5,13.6,23.1,13.8,17.1,24.0,22.3,23.4,25.3,21.2,26.5,30.1,29.3,18.1,27.5,21.4,21.6,22.9,18.5,30.0,20.6,24.1,24.9,27.7,21.1,29.3,14.7,31.8,19.4,20.1,20.0,20.8,21.5,10.5,18.5,20.6,16.7,15.2,19.8,34.8,25.7,24.4,27.8,29.0,30.8,29.7,14.2,25.8,24.0,20.9,38.4,23.1,21.5,14.4,17.5,21.7,23.9,21.5,34.5,32.3,20.0,19.3,20.8,26.2,16.4,11.6,17.3,10.9,23.9,8.4,23.9,26.8,20.0,34.0,29.7,19.7,18.2,16.3,23.3,21.4,29.1,27.9,29.8,29.7,19.4,23.3,19.1,13.7,16.8,31.6,10.7,22.3,19.5,22.8,21.4,21.5,22.3,19.2,22.9,19.2,22.5,23.6,18.8,19.6,25.3,11.8,18.2,10.0,21.0,20.2,22.8,28.8,30.4,13.9,9.6,20.8,21.5,25.6,31.2,9.7,10.5,26.1,20.7,23.5,19.2,22.4,28.5,21.1,25.2,23.3,30.2,31.0,16.4,16.4,22.8,34.1,32.4,19.0,15.0,18.4,18.6,13.3,20.3,23.7,22.5,15.8,28.1,20.5,29.0,22.6,7.2,11.3,21.3,18.7,29.6,34.2,28.0,20.4,18.8,18.2,25.7
